,code,name,latitude,longitude
,4D8,Fuller Airport,43.3331985473633,-95.1589965820313
,4D9,Alma Municipal Airport,40.113899230957,-99.3455963134766
,400000000,Richardton Airport,46.8958015441895,-102.355003356934
,,Fort Hancock Heliport,31.29196,-105.850203
,,Westport Airport / Keystone Airpark,36.222301,-96.3461
,4FA0,Orlando Health Lake Mary Heliport,28.768868,-81.349924
,4FA3,Tranquility Bay Strip,26.6434001922607,-82.1178970336914
,4FA7,Lake Panasoffkee Seaplane Base,28.798722,-82.11575
,4FD2,Flying 'F' Farms Airport,30.0538005828857,-83.0186996459961
,4FD3,The Wright Place STOLport,25.5153007507324,-80.5134963989258
,4FD4,Bay Seaplanes Seaplane Base,30.1849002838135,-85.7499008178711
,4FD5,Grand Lagoon Seaplane Base,30.1348991394043,-85.7341003417969
,4FD6,Pine Island Helistop,26.6067008972168,-82.1109008789063
,4FD7,Flanders Field,28.2063999176025,-81.8279037475586
,4FD8,Captiva Heliport,26.5417003631592,-82.1920013427734
,4FD9,Bowman's Beach Helistop,26.4626007080078,-82.1567993164063
,4FL0,Turkey Scratch Plantation Airport,30.403600692749,-83.8099975585937
,4FL1,Escape Ranch Airport,27.8628005981445,-80.9580993652344
,4FL2,Ko-Kee Airport,28.605233,-82.159567
,4FL3,Fellsmere Airport,27.740214,-80.666792
,,Darrah Air Park,29.778299,-82.890405
,4FL5,Ridge Landing Airport,27.7572002411,-81.6006011963
,,Royal Trails Airport,28.937799,-81.473701
,4FL7,Physicians Regional Med Ctr-Collier Blvd Heliport,26.101967,-81.735767
,4FL8,Schwartz Farms Inc Airport,27.3437004089355,-82.3172988891602
,4FL9,Gore Airport,28.1434001922607,-81.6470031738281
,15PA,Pittsburgh-Monroeville Airport,40.452301,-79.774803
,4G1,Greenville Municipal Airport,41.4468002319336,-80.3912963867188
,4G2,Hamburg Inc Airport,42.7009010314941,-78.9148025512695
,,Miller Airport,40.9818,-81.042099
,4G7,Fairmont Municipal-Frankman Field,39.4482002258301,-80.1669998168945
,,Pegasus Run Airport,34.280102,-84.421303
,4GA1,Thacker Field,33.0447998046875,-84.3983001708984
,4GA2,Medical College of Georgia Heliport,33.4710998535156,-81.9882965087891
,4GA3,Memorial Hospital Heliport,30.9032001495361,-84.5519027709961
,4GA4,R.M. Harris Airport,34.8466987609863,-84.7546997070313
,,Southwire Heliport,33.566562,-85.070522
,4GA6,Chattahoochee Air Park,33.662328,-84.680122
,4GA7,Kitchens Field,33.134568,-84.253287
,4GA8,Andrews Airport,31.4155006408691,-84.7129974365234
,4GA9,Ebeneezer Airport,34.2422981262207,-84.0570983886719
,4GE0,Millhaven Airport,32.9360008239746,-81.6621017456055
,4GE1,Viola Farm Airport,30.7236995697021,-84.5410995483399
,4GE2,Gorden E Bellah International Airport,33.5500984191895,-84.1666030883789
,4GE3,Whitehall Airport,32.498889,-83.191667
,4GE7,AE154 Base Heliport,32.458333,-83.710278
,4H1,Schaumburg Municipal Helistop,42.0477843871,-88.052662611
,4IA0,Greater Community Hospital Heliport,41.0722007751465,-94.394401550293
,4IA1,Ellsworth Municipal Hospital Heliport,42.5247001647949,-93.2424011230469
,4IA2,Walker Field,41.5861015319824,-91.2201995849609
,4IA3,Floyd County Memorial Hospital Heliport,43.0508003234863,-92.6844024658203
,4IA4,Mccoy Airport,40.8185997009277,-91.3388977050781
,4IA5,Iowa Speciality Hospital Heliport,42.721132,-93.734436
,4IA7,Witcombe Field,42.47190094,-92.49520111
,4IA8,Weiss Airport,41.6472015380859,-91.959602355957
,4IA9,Triple J Airport,42.4583015441895,-92.7223968505859
,4II0,De Ford Airport,40.6095008850098,-86.7382965087891
,4II2,Hangar Fly Ultralight Fly Club Ultralightport,39.853401184082,-85.9541015625
,4II3,Oleo Airport,39.736400604248,-86.7296981811523
,4II4,Chesak Airport,41.2555999755859,-86.7881011962891
,4II5,Escc Heliport,41.5942001342773,-87.4914016723633
,4II6,Gettlefinger Field,38.3791999816894,-86.0815963745117
,4II7,Sport Aircraft Flight Park Ultralightport,40.105899810791,-86.5218963623047
,4II8,Willis Airport,39.7223014831543,-85.7165985107422
,,Shultz /Private/ Airport,40.6092,-86.880798
,4IL0,Litchfield Fire Department West Side Emergency Services Heliport,39.160542,-89.665877
,4IL2,Wayne Ziller Jr Airport,40.8083992004395,-88.5417022705078
,4IL3,Thrifty Acres Airport,42.142987,-89.228468
,4IL4,Kuebler RLA Restricted Landing Area,39.0564002991,-88.8161010742
,4IL5,Frank's Flying Service Airport,41.7249984741211,-90.0050964355469
,,Keim Heliport,41.912498,-88.158997
,4IL7,Brussels Heliport,38.94580078125,-90.5871963500977
,4IL8,Rendleman Airport,37.7563018798828,-89.38330078125
,4IL9,Unzicker Airport,40.8274993896484,-89.1207962036133
,4IN1,Big Long Lake Seaplane Base,41.5644989013672,-85.2335968017578
,4IN2,Oliver Lake Seaplane Base,41.5702018737793,-85.4052963256836
,4IN3,East Clear Heliport,41.7350006103516,-84.8227996826172
,4IN4,Wilson Airport,39.9752998352051,-87.1802978515625
,4IN5,Ball Field,41.3442001342773,-86.1483001708984
,4IN6,Dragons Den Heliport,39.7456016540527,-86.644401550293
,4IN7,Riley Field,40.3008995056152,-87.2292022705078
,4IN8,Culp Farms Airport,40.8675003051758,-87.0682983398438
,4IN9,Wawasee Airport,41.4188995361328,-85.6917037963867
,4IS0,Joan Graves Edwards Heliport,37.4639015197754,-89.2459030151367
,,Kamm Airport,39.773102,-88.4487
,4IS2,Memorial Hospital Heliport,37.923698425293,-88.8061981201172
,4IS3,University of Chicago Hospitals Heliport,41.7883987426758,-87.6042022705078
,4IS4,Harrisburg Medical Center Heliport,37.730598449707,-88.5236968994141
,4IS5,Smith Restricted Landing Area,38.2583999633789,-89.938102722168
,4IS6,Hattan Farms Airport,40.9305992126465,-89.1205978393555
,4IS7,Litchfield RLA Restricted Landing Area,40.0731010437,-88.3994979858
,4IS8,Leigh Farm Airport,40.0217018127441,-89.5501022338867
,4IS9,Weidner Airport,39.0858993530273,-89.9589004516602
,4K0,Pedro Bay Airport,59.7896003723,-154.12399292
,,Ouzinkie Airport,57.925362,-152.496715
,4KA,Tununak Airport,60.575500488281,-165.27200317383
,4KS1,Amar Farms Airport,38.6852989196777,-95.0329971313477
,4KS2,Ingels Aerodrome,39.0186004638672,-94.9543991088867
,,Police Heliport,37.6642,-97.348701
,4KS6,Thomsen Field,38.24169921875,-95.9067001342774
,4KS7,Butler Airpark,37.5588989257812,-97.0650024414062
,4KS8,Bursch Private Airport,39.5910987854004,-101.593002319336
,4KS9,Dinkel Airport,38.83395,-99.062875
,4KT4,Steele's Bottom Airport,38.828736,-84.817321
,,J & C Antique Airfield,36.762352,-88.376716
,4KY1,Creek Side Landing Airport,36.8950004577637,-85.7727966308594
,4KY2,Manchester Memorial Hospital Heliport,37.1624984741211,-83.7619018554688
,,West Heliport,39.0572,-84.775297
,4KY4,Moseley Field,37.5924987792969,-87.2810974121094
,4KY5,Weavers Run Airport,38.0285987854004,-83.8899993896484
,4KY6,Jennie Stuart Medical Center Heliport,36.860784,-87.497675
,4KY7,Mueller Farm Airport,38.823494,-84.686273
,4KY8,Shady Acres Airport,37.94580078125,-85.6968994140625
,4KY9,King's Daughters Medical Center Heliport,38.4707984924316,-82.6350021362305
,4LA0,Port Sulphur Seaplane Base,29.4626998901367,-89.7027969360352
,4LA1,Chevron Fourchon Heliport,29.107475,-90.194387
,,Green Hill Compressors Heliport,29.076099,-90.285103
,,Feliciana Airpark,30.8078,-91.213303
,4LA4,Chevron Usa Inc Heliport,29.2210998535156,-90.217903137207
,4LA5,La Haye Center Heliport,30.1907005310059,-92.0090026855469
,4LA6,Little Lake Heliport,29.4969005584717,-90.1181030273438
,4LA7,West Jefferson Medical Center Heliport,29.8929,-90.094968
,4LA8,Overton Private Airport,30.7077007293701,-90.8742980957031
,4LA9,Blouin Flightpark Ultralightport,29.736812,-90.634518
,4LL0,Ranken Airport,41.8358993530273,-89.0933990478516
,4LL1,Staton Airport,41.8541984558105,-89.0876007080078
,4LL2,Covenant Medical Center Heliport,40.1130981445313,-88.2341995239258
,4LL3,John L Coppernoll Airport,42.3083000183105,-89.9834976196289
,4LL4,Enjoy Field,40.976448,-87.999365
,4LL7,Willadae Farms Airport,42,-88.6668014526367
,4LL8,Colonial Acres Airport,42.002799987793,-88.6458969116211
,4LL9,Alan B. Janssen Airport,39.3437004089355,-89.423698425293
,,Lake Ann Airway Estates Airport,44.696085,-85.914159
,4M5,Dermott Municipal Airport,33.4879989624023,-91.4425964355469
,4M8,Clarendon Municipal Airport,34.6479988098145,-91.394401550293
,4MA0,Burke Heliport,42.233011,-71.358601
,4MA1,Bangs Heliport,41.7770004272461,-70.688102722168
,4MA2,Dow Jones Heliport,42.162899017334,-72.5503997802734
,4MA3,Millbury Savings/West Heliport,42.1917991638184,-71.7695007324219
,4MA4,J K L Heliport,41.621485,-71.014225
,4MA5,World Trade Center Heliport,42.3493003845215,-71.043701171875
,4MA6,Pleasant Beach Heliport,42.26258,-70.81278
,4MA7,Ahearn Heliport,42.1915016174316,-72.4501037597656
,4MA8,Pg Heliport,42.2808990478516,-71.0373001098633
,4MA9,Broad Street Heliport,42.0909156799316,-72.5837020874023
,4MD,Pier 7 Heliport,39.272222,-76.571667
,4MD0,Mears Creek Airfield,38.3742980957031,-76.4830017089844
,4MD1,Bunting's Field,38.3681983947754,-75.2306976318359
,4MD2,Ward's Airport,39.4297981262207,-79.4539031982422
,4MD3,Carey Field,38.4397010803223,-75.1594009399414
,4MD4,Clements Airport,38.3405990600586,-76.7371978759766
,4MD5,Phh Heliport,39.4942016601562,-76.6567001342773
,4MD6,Moxley's Airport,39.625,-76.2624969482422
,4MD7,Catoctin Crosswind Airport,39.645255,-77.367826
,4MD8,Ijamsville Airport,39.3582992553711,-77.3396987915039
,4MD9,St John Airport,39.480598449707,-76.7605972290039
,4ME4,Lovewell Pond Seaplane Base,44.0068016052246,-70.9336013793945
,4ME9,Norway Heliport,44.209319,-70.531705
,,Kriewall Strip,42.8381,-82.968803
,4MI1,Air Rahe Airport,41.8306007385254,-83.6874008178711
,4MI2,McLaren Lapeer Region Heliport,43.063695,-83.321053
,4MI3,Phil's Field,42.72602,-86.040673
,4MI4,Whitcomb Field,42.1781005859375,-85.6707992553711
,4MI5,Bps Heliport,43.0069999694824,-82.6013031005859
,4MI6,Benedick Airport,41.8577995300293,-86.614501953125
,4MI7,Witbeck Aerodrome Airport,43.812714,-84.813552
,4MI9,ProMedica Bixby Hospital Heliport,41.91297,-84.048913
,,Skalicky Airstrip,45.6619,-94.5756
,4MN1,Hintzman Private Airport,46.65098,-95.354874
,4MN2,Coot Landing Airport,46.6637992858887,-96.2417984008789
,4MN3,Lexington Heliport,45.3111000061035,-93.1503982543945
,4MN4,Mulder Field Inc Airport,44.4557991027832,-96.230598449707
,4MN5,Kapaun-Wilson Field,45.550498962402,-96.451400756836
,4MN6,Sanford Westbrook Clinic Heliport,44.046133,-95.440041
,,Burk Airport,43.8438,-94.285797
,,Myers Field,46.627499,-94.339401
,4MO,Montgomery-Wehrman Airport,39.0125007629395,-91.4192962646484
,4MO0,Fender J H Airport,38.6995010375977,-94.0579986572266
,4MO2,Newcomb Hereford Ranch Airport,40.5583992004395,-92.4419021606445
,4MO3,Schneider Field,39.991545,-92.494212
,4MO4,Liberty Landing Airport,39.2167015075684,-94.3336029052734
,,Boehne Field,37.366699,-93.991897
,4MO6,Mark Twain Air Park,39.439485,-91.116199
,4MO7,Crop Care Airport,40.1413993835449,-95.2407989501953
,4MO8,Martens Airport,39.2066993713379,-94.2696990966797
,4MO9,Friends Field,38.8925018310547,-94.1085968017578
,4MS0,Payne Airport,32.3003997802734,-89.859001159668
,4MS1,Robinsonville Heliport,34.816667,-90.302917
,4MS2,Dogwood Acres Airport,32.212100982666,-90.4503021240234
,4MS3,Jeter Field,34.9560012817383,-89.3939971923828
,4MS4,Spearman Field,34.1576995849609,-88.7602005004883
,4MS5,Bird Nest Airport,31.0013999938965,-88.5169982910156
,4MS6,University of Mississippi Medical Center Heliport,32.328429,-90.174025
,4MS7,Arnold Field,34.7484016418457,-90.2807998657227
,4MS8,Casino Center Heliport,34.8400993347168,-90.3283996582031
,4MS9,Providence Airpark,32.666,-90.067596
,4MT1,Kreikemeier Airport,45.8207015991211,-111.144996643066
,4MT5,Port Smith Heliport,46.703368,-111.827302
,4MT7,Big Sky Medical Center Heliport,45.261111,-111.3
,4MT8,Brier Patch Airport,46.473889,-114.054667
,4MT9,Boulanger Field Airport,46.030276,-114.184994
,,Newman's Airport,42.288813,-85.748949
,K4N2,Middlesex Valley Airport,42.713133,-77.27271
,4N4,Lidgerwood Municipal Airport,46.0890998840332,-97.1664962768555
,4N7,Greene Airport,42.30419921875,-75.7871017456055
,4NA0,Lindvig Airstrip,48.0083999633789,-103.591003417969
,4NA1,Ring Rock Ranch Airport,48.2546997070313,-103.672996520996
,4NA3,Peterson Airstrip,48.8572006225586,-101.302001953125
,4NA5,Berg Strip,48.2882995605469,-101.828002929688
,4NA6,Nicks Landing Airport,48.4550018310547,-103.879997253418
,4NC0,Boyd's Hawks Creek Airport,35.8984985351562,-80.6162033081055
,4NC1,Futuristics Heliport,36.529598236084,-79.3016967773437
,,Bay Creek Airport,35.206437,-76.611511
,,Taylorsville Airport,35.930801,-81.196702
,,Lowe's Mooresville Heliport,35.544847,-80.854269
,4NC5,Triple M Airport,34.7304000854492,-77.0504989624024
,4NC6,Cane Creek Airport,35.441363,-82.482223
,4NC7,Peacock STOLport,35.6963005065918,-78.5374984741211
,4NC8,Buffalo Creek Airport,35.4224014282227,-80.6205978393555
,4NC9,Lz Carroll STOLport,35.4485015869141,-80.3425979614258
,4ND1,Knutson Airport,47.7928009033203,-97.1537017822266
,4ND4,Pfau Private Airport,48.5638999938965,-100.879997253418
,4ND8,Sanden Airport,46.3540992736816,-97.1169967651367
,4NE0,Regier Brothers Airport,40.9160995483398,-101.559997558594
,4NE1,Mc Millan Ranch Airport,41.7541999817,-99.7546005249
,4NE3,Simon Heliport,41.1049995422363,-100.744003295898
,4NE8,Malone M-Bar Ranch Airport,40.3828010559082,-101.152000427246
,4NE9,Holzfaster's Airport,40.9991989135742,-101.446998596191
,4NJ0,Windward Farms Airport,40.4492988586426,-75.0177001953125
,4NJ1,RJW University Hospital Somerset Heliport,40.56892,-74.59453
,4NJ2,Passaic River Seaplane Base,40.8292999267578,-74.1203994750977
,4NJ3,Seabrook Heliport,39.6195983886719,-75.4384994506836
,4NJ4,Pse & G Trenton Distribution Helistop,40.2876014709473,-74.6753997802734
,4NJ5,Raritan Center Heliport,40.4925994873047,-74.5213012695313
,4NJ6,Vineland Veterans Home Heliport,39.4950981140137,-75.0307006835938
,,A M Classics Heliport,39.6465,-75.304398
,4NJ8,Peters Airport,40.600101,-74.732903
,,Mack Trucks Helistop,40.577301,-74.594902
,4NK0,Wca Hospital Heliport,42.0900993347168,-79.230598449707
,4NK1,B-Ville Airpark,43.1447982788086,-76.3113021850586
,4NK2,Tracy Field,43.145233,-73.41965
,4NK3,Evans Airways Airport,42.6725006103516,-78.9670028686524
,4NK4,Woodford Airfield,42.8272018432617,-76.0258026123047
,4NK5,Harvs Airport,43.1012001037598,-77.3677978515625
,,Ag-Alley Airport,43.161098,-77.177498
,4NK7,Apollo Fields Heliport,41.831326,-73.659353
,,Longwell Airport,43.0009,-74.187103
,4NK9,Corporate Park of Staten Island Heliport,40.6171989440918,-74.1757965087891
,4NY0,Mountain View Airpark,44.6688995361328,-73.5462036132813
,4NY1,Orange Poultry Farm Airport,41.3278999328613,-74.3246002197266
,4NY2,Edo Seaplane Base,40.7834014892578,-73.8662033081055
,4NY3,Greenville Mountain Heliport,41.376111,-79.613056
,4NY4,Cross' Farm Airport,42.5595016479492,-73.772102355957
,4NY5,Bistrians Heliport,40.9875984191895,-72.1734008789062
,,Station 237 Heliport,42.934799,-77.183601
,4NY8,Harris Hill Gliderport,42.1208992004395,-76.9011001586914
,4NY9,Belmont Park Heliport,40.7145004272461,-73.7104034423828
,4O1,Snyder Airport,34.6276016235352,-99.0139999389649
,4O6,Cherokee Seaplane Base,36.5834007263184,-94.9169006347656
,4O7,Decker Field,36.3721008300781,-98.1783981323242
,4OA1,Fairfield Medical Center Heliport,39.718141,-82.577888
,4OA8,Bowman Airport,40.108319,-84.299312
,4OH0,Black Heliport,39.988899230957,-84.1874008178711
,4OH1,Sky Haven Airport,41.7169990539551,-81.1067962646484
,4OH2,Genesis Health Care Heliport,39.973815,-82.015364
,4OH3,Bieber Field,40.9831008911133,-80.7011032104492
,4OH4,Millertime Airport,39.793402,-83.116622
,,St Thomas Hospital Heliport,41.096699,-81.515404
,4OH6,Wingfoot Lake Airship Operations Balloonport,41.0094985961914,-81.3579025268555
,4OH7,Holzer Heliport,38.8461990356445,-82.2385025024414
,4OH8,Huffman Farm Airport,41.5,-84.2499008178711
,4OH9,Bellevue Hospital Heliport,41.2916984558106,-82.8415985107422
,4OI0,ProMedica Flower Hospital Heliport,41.708437,-83.69229
,4OI1,Petro Heliport,39.9716987609863,-81.8951034545898
,4OI3,Horizons Heliport,39.1226005554199,-84.4098968505859
,,Riverside Hospital Heliport,41.663101,-83.515198
,4OI7,R & M Aviation Airport,41.4537010192871,-81.970100402832
,4OI8,Brocker Field,41.057188,-80.755059
,4OI9,Baisden Airport,39.1021995544434,-82.6107025146484
,,Zevely Climbing ZZ Ranch Airport,35.225101,-96.722802
,,Hatton Ranch Airport,34.716801,-95.175201
,,Candy Lake Estate Airport,36.493099,-96.054704
,4OK3,St Francis Hospital Heliport,36.074892,-95.918696
,4OK4,Low Pass Airport,35.2876014709473,-97.6641998291016
,4OK5,Newman Farm Airport,34.5500984191895,-97.6003036499023
,,Pitts Field,34.989498,-97.025297
,,Flying A Ranch Airport,35.091202,-97.5009
,,Austin Airport,34.903198,-95.358902
,4OK9,Hsi Heliport,35.923999786377,-96.7842025756836
,,Jerry-Wright Airfield,34.516701,-98.333702
,4OR0,Springbrook Airport,42.5550994873047,-123.204002380371
,4OR1,McNary ARNG Field Heliport,44.912,-123.001502752
,4OR2,South Hill Heliport,44.847599029541,-123.023002624512
,4OR3,Lambert Field,44.7304000854492,-123.075996398926
,4OR4,Schrock Airport,44.4435997009277,-123.237998962402
,4OR5,Fly 'N' W Airport,44.9678993225098,-122.94100189209
,4OR6,Auberge Des Fleurs Airport,45.4497985839844,-122.253997802734
,4OR7,Lusardi Field,44.98540115,-122.9459991
,4OR8,Wagoner Airport,44.8484992980957,-123.041000366211
,,Peace Harbor Hospital Heliport,43.973998,-124.116997
,,Old Portage Heliport,41.137798,-81.549103
,4P5,Franks Seaplane Base,45.88330078125,-90.0001983642578
,,Millard Airport,40.3172,-76.5364
,4PA1,Sauers-Haven Airport,40.8838996887207,-76.9800033569336
,4PA2,Warner-Lambert Heliport,40.1523017883301,-76.3058013916016
,4PA3,Frymoyer Airport,40.6305999755859,-77.0102996826172
,4PA4,UPMC Susquehanna Lock Haven Heliport,41.132176,-77.470891
,4PA5,Ponderosa Airport,41.3083992004395,-77.5246963500977
,4PA6,Hiawatha Airport,41.9151000976563,-75.3644027709961
,,Sheepshead Airport,40.564804,-76.746597
,4PA8,Russo Airstrip,40.4328994750977,-75.1495971679688
,4PA9,Macungie Mack Heliport,40.5000991821289,-75.5662994384766
,4PN0,Flying M Ranch Airport,41.2164001464844,-80.0936965942383
,4PN2,Mcs-Pad Heliport,38.2943992614746,-81.5655975341797
,4PN3,Gallatin Fuel Heliport,39.8665008544922,-79.9505996704102
,,Muddy Run Heliport,39.845402,-76.285202
,,Brigham Heliport,40.527199,-75.077497
,4PN6,Williams Grove Heliport,40.1501007080078,-77.0329971313477
,4PN7,Merritt Field,41.418098449707,-76.5344009399414
,4PN8,C.J.K. Airport,41.5308990478516,-75.878303527832
,4PN9,Glenn's Helo Heliport,40.2877998352051,-75.7658996582031
,4PS2,Altoona Regional Health System-Bon Secours Cam Heliport,40.5013999938965,-78.4080963134766
,4PS3,Paraport Ultralight Flightpark,41.787953,-79.517782
,4PS4,Mountain Top Airport,41.815224,-75.534243
,4PS5,Muddy Creek Airport,39.9205017089844,-79.9486999511719
,4PS6,Krout Airport,40.6366996765137,-77.4835968017578
,,Cohen Airport,39.734656,-75.942514
,4PS8,Coatesville Heliport,39.893333,-75.818333
,4PS9,Ferrante Heliport,40.5987014770508,-79.5811996459961
,4R6,Milnor Municipal Airport,46.25830078125,-97.4378967285156
,4S4,Skyport Airport,45.5825996398926,-123.053001403809
,4S5,St Thomas Municipal Airport,48.6263999938965,-97.4392013549805
,4S6,Tieton State Airport,46.6375999450684,-121.124000549316
,4S7,Malin Airport,42.0009994506836,-121.396003723145
,4SC4,Davis Field,34.7653007507324,-82.6911010742188
,4SC7,Wexford Landing Airport,33.5783004760742,-81.5117034912109
,4SD4,Dan's Airport,44.0416984558105,-103.045997619629
,4T7,Little C Ranch Heliport,32.013801574707,-97.9813995361328
,4TA0,Massimiliano Memorial Field,29.3554992675781,-95.6638031005859
,4TA1,Warschun Ranch Airport,33.302395,-97.113181
,4TA2,V-Bar Airport,31.74225,-97.319861
,4TA3,Costello Island Inc Airport,32.896562,-98.461018
,4TA4,Pea Patch Airport,29.9391002655029,-96.059700012207
,4TA5,Lucky G Airport,33.85283,-98.64326
,4TA6,Comanche Caves Ranch Airport,30.0223999023437,-99.3836975097656
,4TA7,Oak Ridge Heliport,27.8610992431641,-97.1988983154297
,4TA8,Perry Ranch Airport,30.630137,-101.043076
,4TA9,Swinging Door Heliport,29.6275005340576,-95.769401550293
,,Lone Star Steel Company Airport,32.930962,-94.744656
,,Figure 1 Ranch Airport,36.266998,-100.535004
,4TE2,Lewis Private Airport,29.5440998077393,-100.672996520996
,,Finley Ranch Airport,35.116698,-101.442002
,4TE4,Taurus Mesa Airport,29.62316,-103.684646
,4TE5,Dell City Heliport,31.9333992004395,-105.200996398926
,4TE6,Jamison Airstrip,30.0627002716064,-94.9474029541016
,4TE7,Devil's River Ranch Airport,29.7408008575439,-100.964996337891
,4TE8,Ben Bruce Memorial Airpark,30.324581,-94.075413
,4TE9,Squirrel Creek Ranch Airport,29.2640991210937,-99.3506011962891
,4TN0,Melton Field,36.1519012451172,-83.7328033447266
,,TGP Station 555 Heliport,35.025101,-87.757797
,4TN2,Buck Creek Ranch Airport,35.8833999633789,-84.9688034057617
,4TN3,Hawks Nest Airport,35.1183013916016,-89.3677978515625
,4TN4,Cotton Field,35.189998626709,-89.6386032104492
,,TGP Station 860 Heliport,35.847801,-87.449501
,,Lincoln Regional Hospital Heliport,35.149799,-86.580803
,4TN7,Bmh-H Heliport,36.0000991821289,-88.4175033569336
,4TN8,Rgnl Hospital of Jackson Heliport,35.682300567627,-88.8551025390625
,4TN9,Southfork Airport,35.6108016967773,-88.6947021484375
,4TS0,First City Financial Center Heliport,29.7537994384766,-95.3655014038086
,,Pin Oak Stables Heliport,29.723301,-95.458
,4TS2,Wilshire Place Heliport,29.8572006225586,-95.5063018798828
,4TS3,Palestine Regional Medical Center Heliport,31.732789,-95.626
,4TS4,Palm Petroleum Corporation Heliport,29.9752006530762,-95.3687973022461
,4TS5,Goebel Field,30.2219009399414,-99.4983978271484
,4TS6,Texas Department of Public Safety Heliport,29.90497,-95.59836
,4TS7,Allison Ranch Airport,30.4501991271973,-102.927001953125
,4TS8,Glasscock Field,29.375,-99.3420028686523
,4TS9,Ossiport Heliport,30.32323,-97.867203
,4TX0,Slack Airport,29.8635997772217,-94.8343963623047
,4TX1,Abilene Regional Medical Center Heliport,32.374255,-99.743054
,4TX2,Stage Coach Hills Airport,32.966691,-97.232695
,4TX3,Forest Hill Airport,33.6612014770508,-95.8336029052734
,4TX4,Birk Airport,32.6278991699219,-97.1920013427734
,4TX5,Hancock Airport,32.2299003601074,-96.2596969604492
,4TX6,Kilgore Airport,32.4127006530762,-94.8182983398437
,,Oliver Airport,33.422474,-99.865794
,4TX8,Addington Field,33.2486991882324,-97.2238998413086
,,Medical Center Hospital Heliport,29.507999,-98.579201
,3MT4,Maddox Ranch Co Airport,48.513426,-109.065333
,4U7,West Fork Lodge Airport,45.8605995178223,-114.220001220703
,,Morrison Flight Park Ultralightport,39.0222015381,-87.1875
,4V6,Hay Springs Municipal Airport,42.6822013854981,-102.700996398926
,4V8,Mount Snow Airport,42.9271011352539,-72.8656997680664
,4VA0,Wood Farm Airport,37.6365013122559,-78.7300033569336
,4VA1,Davis Field,36.6867980957031,-79.6660995483398
,,Potomac Hospital Helistop,38.6362,-77.286102
,4VA3,Flying W Airport,37.4299011230469,-77.394401550293
,4VA4,Hepner Airport,38.9347991943359,-78.5400009155273
,4VA5,Starr Airport,37.6595993041992,-78.9222030639648
,4VA6,Taylor Airport,37.8806991577148,-75.5059967041016
,4VA7,United Coal Heliport,37.2967987060547,-82.1287002563477
,4VA8,Christian's Airport,37.6138000488281,-77.2957992553711
,4VA9,Pleasantdale Field,38.569218,-77.92001
,4VG2,Cool Water Airport,37.858056,-77.547222
,4W0,Bandera State Airport,47.3954010009766,-121.536003112793
,4W4,Whitfield Farms Airport,36.2835006713867,-79.0789031982422
,,Blaine Municipal Airport,48.990101,-122.732002
,,Hurdle Field,36.072278,-79.280639
,,Elma Municipal Airport,46.99054,-123.429656
,4W9,Pink Hill Airport,35.0507011413574,-77.7360992431641
,4WA0,B & G Farms Airport,46.928056,-119.739166
,4WA1,Brown's Cape Horn Airport,45.607191,-122.197815
,4WA2,Cricket Field,46.9272003173828,-122.968002319336
,4WA3,PeaceHealth Saint John's Medical Center Heliport,46.130362,-122.940205
,4WA4,Windsock Airport,48.5415000915527,-122.887001037598
,4WA6,Hille-Kimp Airstrip,46.6184997558594,-118.595001220703
,4WA7,Mark Reed Hospital Heliport,47.0589981079102,-123.26000213623
,4WA8,Riverside Airport,48.835924,-122.265294
,4WA9,Port Orchard Airport,47.432300567627,-122.667999267578
,4WI0,Wissota Airport,44.9333000183106,-91.2723999023438
,4WI1,Bancroft East Airport,43.4832992553711,-89.1834030151367
,4WI2,Island View Airport,45.6060981750488,-89.0214996337891
,,Neveln Field,45.325199,-88.137299
,4WI4,Turner Airport,45.5741004943848,-89.7480010986328
,4WI5,Carlson Airport,44.7235984802246,-91.4598999023437
,,Feldmann Field,43.803268,-87.896183
,4WI8,Carhart Farms Airport,44.0513000488281,-91.3762969970703
,,Mar-O-Dae Farm Airport,45.006901,-92.191803
,4WN2,Swensen Airport,44.4169998168945,-89.9863967895508
,4WN3,Lakewood Airpark,45.3320999145508,-88.536003112793
,,River Ridge Aero Estates Airport,45.294102,-91.232903
,4WN5,David Randall Airport,45.457,-92.378306
,4WN6,Bay Area Medical Center Heliport,45.0727996826172,-87.6182022094727
,4WN7,Aegis Heliport,44.471432,-87.994818
,4WN8,Lynn Louise Heliport,43.005208,-88.470747
,4WN9,Digger Dougs Airport,42.5975,-88.146389
,4WV4,Heaven's Landing Airstrip,39.176342,-79.068142
,4XA2,Card Airfield,28.789167,-97.763389
,4XA3,Owen Field,32.253611,-99.498611
,4XA4,Apache Pass Airport,30.734958,-97.143378
,4XA5,Dave Eby Field,34.03775,-98.496
,4XA6,Medical Center Of Southeast Texas Heliport,29.936561,-93.988878
,4XA7,Baylor Health Center At Irving Coppell Heliport,32.912967,-96.952469
,4XA8,Winkler County Memorial Hospital Heliport,31.849921,-103.090929
,4XS0,Pfeffer & Son Farms Airport,29.931357,-95.95871
,4XS1,Coyote Field,32.1338996887207,-96.5205993652344
,4XS2,Teate Field,33.1696,-97.731664
,4XS3,Columbia Lakes Heliport,29.1679992675781,-95.6212997436523
,4XS4,Carrollton Regional Medical Center Heliport,33.02866,-96.887026
